年月,日,気圧（現地）,気圧（海面）,降水量_合計,降水量_最大_1h,降水量_最大_10m,気温_平均,気温_最高,気温_最低,湿度_平均,湿度_最小,平均風速,最大風速,最大風速_風向,最大瞬間風速,最大瞬間風速_風向,日照時間,point
202006,4,988.1,991.5,0.0,0.0,0.0,-23.0,-19.7,-30.3,49.0,40.0,2.0,4.3,0,5.0,0,0.0,E
202006,5,990.8,994.3,0.0,0.0,0.0,-27.6,-23.4,-30.3,69.0,62.0,1.4,4.2,0,4.6,0,0.0,E
202006,6,979.1,982.5,0.0,0.0,0.0,-18.3,-14.0,-23.4,75.0,48.0,4.8,15.7,0,18.7,0,0.0,E
202006,7,973.1,976.5,0.0,0.0,0.0,-21.9,-19.4,-23.6,74.0,61.0,7.4,11.2,0,13.8,0,0.0,E
202006,8,980.2,983.7,0.0,0.0,0.0,-23.8,-19.0,-27.7,64.0,52.0,4.3,7.1,0,9.3,0,0.0,E
202006,9,983.9,987.2,0.0,0.0,0.0,-18.7,-15.4,-24.7,55.0,48.0,2.2,5.4,0,7.6,0,0.0,E
202006,10,984.1,987.5,0.0,0.0,0.0,-16.9,-15.5,-18.8,55.0,50.0,2.0,4.1,0,4.9,0,0.0,E
202006,11,986.5,989.9,0.0,0.0,0.0,-20.2,-15.5,-25.0,62.0,55.0,1.4,4.8,0,5.6,0,0.0,E
202006,12,984.4,987.7,0.0,0.0,0.0,-17.5,-11.8,-24.5,71.0,52.0,5.2,14.5,0,17.7,0,0.0,E
202006,13,981.9,985.2,0.0,0.0,0.0,-12.7,-10.5,-15.0,88.0,85.0,15.4,19.0,0,24.0,0,0.0,E
202006,14,972.8,975.9,0.0,0.0,0.0,-5.2,-3.1,-10.5,95.0,90.0,25.3,31.9,0,37.4,0,0.0,E
202006,15,973.4,976.5,0.0,0.0,0.0,-3.7,-3.1,-5.2,97.0,95.0,24.1,31.1,0,36.8,0,0.0,E
202006,16,988.1,991.3,0.0,0.0,0.0,-10.0,-5.2,-13.8,81.0,65.0,2.9,12.9,0,16.7,0,0.0,E
202006,17,990.2,993.5,0.0,0.0,0.0,-13.3,-12.0,-14.5,62.0,52.0,2.1,4.6,0,5.7,0,0.0,E
202006,18,981.3,984.7,0.0,0.0,0.0,-21.2,-13.1,-31.0,65.0,50.0,1.8,4.3,0,4.9,0,0.0,E
202006,19,967.7,971.1,0.0,0.0,0.0,-23.5,-19.4,-28.0,59.0,50.0,2.6,7.2,0,10.3,0,0.0,E
202006,20,969.8,973.1,0.0,0.0,0.0,-20.1,-12.8,-26.7,68.0,53.0,7.7,17.7,0,21.5,0,0.0,E
202006,21,987.8,991.1,0.0,0.0,0.0,-11.9,-10.6,-13.4,83.0,68.0,15.8,22.4,0,25.9,0,0.0,E
202006,22,981.9,985.1,0.0,0.0,0.0,-10.2,-6.8,-12.7,74.0,64.0,13.6,18.6,0,23.4,0,0.0,E
202006,23,976.6,979.8,0.0,0.0,0.0,-9.7,-6.7,-13.6,81.0,67.0,4.9,13.4,0,16.9,0,0.0,E
202006,24,976.8,980.1,0.0,0.0,0.0,-10.6,-3.4,-14.1,69.0,51.0,9.1,15.7,0,19.9,0,0.0,E
202006,25,981.0,984.2,0.0,0.0,0.0,-6.0,-3.6,-8.6,63.0,53.0,11.2,15.9,0,20.7,0,0.0,E
202006,26,983.5,986.7,0.0,0.0,0.0,-9.9,-7.5,-13.3,59.0,50.0,11.4,17.3,0,20.8,0,0.0,E
202006,27,988.1,991.4,0.0,0.0,0.0,-14.6,-12.0,-17.7,54.0,44.0,3.5,10.4,0,12.3,0,0.0,E
202006,28,992.7,996.2,0.0,0.0,0.0,-24.0,-16.2,-27.7,71.0,55.0,1.6,4.6,0,5.0,0,0.0,E
202006,29,999.6,1003.0,0.0,0.0,0.0,-18.9,-16.4,-25.0,61.0,47.0,5.4,12.0,0,14.5,0,0.0,E
202006,30,1003.5,1006.9,0.0,0.0,0.0,-15.0,-13.6,-16.6,73.0,56.0,4.6,11.2,0,13.2,0,0.0,E
202007,1,1002.1,1005.5,0.0,0.0,0.0,-19.1,-15.9,-21.7,58.0,51.0,4.3,9.3,0,11.0,0,0.0,E
202007,2,993.6,997.0,0.0,0.0,0.0,-21.8,-18.5,-27.1,67.0,55.0,2.9,8.6,0,9.5,0,0.0,E
202007,3,992.3,995.8,0.0,0.0,0.0,-25.5,-22.8,-29.1,77.0,72.0,1.2,4.3,0,4.8,0,0.0,E
202007,4,991.0,994.5,0.0,0.0,0.0,-27.8,-23.7,-32.8,71.0,65.0,3.7,5.7,0,7.4,0,0.0,E
202007,5,990.9,994.5,0.0,0.0,0.0,-30.3,-26.4,-35.1,61.0,46.0,1.6,4.3,0,4.9,0,0.0,E
202007,6,989.2,992.7,0.0,0.0,0.0,-26.9,-24.9,-29.5,50.0,44.0,1.8,4.7,0,5.1,0,0.0,E
202007,7,991.6,995.1,0.0,0.0,0.0,-24.6,-20.3,-31.4,54.0,45.0,1.2,3.1,0,4.3,0,0.0,E
202007,8,989.4,992.9,0.0,0.0,0.0,-27.8,-19.7,-34.4,61.0,44.0,0.5,1.6,0,3.0,0,0.0,E
202007,9,989.1,992.4,0.0,0.0,0.0,-15.6,-10.3,-21.9,66.0,46.0,3.3,13.1,0,15.7,0,0.0,E
202007,10,969.7,972.9,0.0,0.0,0.0,-7.8,-6.0,-11.6,86.0,74.0,19.7,33.2,0,40.4,0,0.0,E
202007,11,984.7,988.0,0.0,0.0,0.0,-7.7,-6.1,-8.7,85.0,75.0,17.5,25.0,0,28.5,0,0.0,E
202007,12,993.0,996.3,0.0,0.0,0.0,-5.8,-4.6,-8.0,88.0,76.0,13.6,24.4,0,30.7,0,0.0,E
202007,13,986.6,989.8,0.0,0.0,0.0,-10.4,-5.4,-14.6,87.0,75.0,7.4,17.2,0,20.1,0,0.0,E
202007,14,975.6,978.9,0.0,0.0,0.0,-17.2,-14.2,-23.8,85.0,80.0,3.1,4.9,0,6.4,0,0.0,E
202007,15,977.9,981.3,0.0,0.0,0.0,-25.8,-22.8,-28.2,79.0,77.0,1.1,4.3,0,4.8,0,0.0,E
202007,16,987.2,990.7,0.0,0.0,0.0,-29.1,-25.9,-34.3,76.0,71.0,0.0,3.7,0,4.4,0,0.0,E
202007,17,985.7,989.3,0.0,0.0,0.0,-34.6,-29.6,-37.5,72.0,69.0,1.1,3.5,0,4.0,0,0.0,E
202007,18,985.9,989.3,0.0,0.0,0.0,-18.5,-11.3,-30.4,73.0,57.0,4.5,13.4,0,21.4,0,0.0,E
202007,19,977.8,981.1,0.0,0.0,0.0,-12.1,-10.7,-14.0,61.0,52.0,6.6,10.7,0,14.3,0,0.0,E
202007,20,973.4,976.7,0.0,0.0,0.0,-15.2,-11.9,-17.5,56.0,49.0,4.2,10.6,0,13.7,0,0.0,E
202007,21,982.3,0.0,0.0,0.0,0.0,0.0,-13.1,0.0,0.0,0.0,1.9,4.9,0,5.8,0,0.3,E
202007,22,994.4,997.9,0.0,0.0,0.0,-21.8,-14.3,-28.2,78.0,64.0,2.9,10.3,0,15.6,0,0.0,E
202007,23,987.0,990.3,0.0,0.0,0.0,-10.2,-8.7,-14.8,88.0,68.0,20.0,28.0,0,34.2,0,0.0,E
202007,24,996.3,999.6,0.0,0.0,0.0,-10.8,-8.3,-15.1,75.0,67.0,4.7,14.3,0,16.8,0,0.0,E
202007,25,980.1,983.4,0.0,0.0,0.0,-18.2,-14.8,-21.9,81.0,75.0,2.1,4.7,0,5.3,0,0.0,E
202007,26,978.2,981.5,0.0,0.0,0.0,-20.0,-15.2,-24.0,83.0,79.0,5.0,17.3,0,21.2,0,0.0,E
202007,27,968.6,971.9,0.0,0.0,0.0,-13.4,-10.9,-17.2,88.0,85.0,19.4,25.6,0,31.3,0,0.0,E
202007,28,964.1,967.3,0.0,0.0,0.0,-9.6,-8.3,-11.6,90.0,83.0,18.3,23.9,0,29.7,0,0.0,E
202007,29,970.4,973.7,0.0,0.0,0.0,-11.6,-8.6,-15.3,69.0,60.0,9.8,18.5,0,24.0,0,0.4,E
202007,30,979.4,982.7,0.0,0.0,0.0,-13.7,-12.5,-15.3,70.0,61.0,2.6,9.8,0,10.7,0,0.0,E
202007,31,979.3,982.7,0.0,0.0,0.0,-17.6,-14.9,-21.1,64.0,57.0,2.2,5.7,0,7.2,0,3.7,E
202008,1,966.9,970.4,0.0,0.0,0.0,-26.6,-19.5,-31.7,76.0,68.0,2.3,5.3,0,5.9,0,4.0,E
202008,2,968.8,972.2,0.0,0.0,0.0,-28.5,-23.1,-33.1,67.0,50.0,4.3,10.6,0,12.3,0,4.2,E
202008,3,972.6,976.0,0.0,0.0,0.0,-24.6,-20.3,-29.3,58.0,49.0,5.4,8.6,0,10.3,0,4.7,E
202008,4,971.9,975.4,0.0,0.0,0.0,-28.2,-24.7,-31.1,73.0,69.0,1.7,5.1,0,7.1,0,0.0,E
202008,5,970.9,974.2,0.0,0.0,0.0,-13.5,-10.8,-25.7,68.0,60.0,8.9,13.6,0,16.6,0,0.1,E
202008,6,966.5,969.9,0.0,0.0,0.0,-19.5,-15.4,-24.3,54.0,45.0,6.3,14.5,0,16.5,0,0.0,E
202008,7,976.9,980.3,0.0,0.0,0.0,-21.7,-17.8,-25.1,58.0,47.0,5.1,11.4,0,14.4,0,2.6,E
202008,8,985.0,988.3,0.0,0.0,0.0,-18.2,-15.6,-21.2,62.0,42.0,12.7,19.1,0,22.9,0,4.7,E
202008,9,990.7,994.1,0.0,0.0,0.0,-15.3,-8.4,-20.0,58.0,36.0,11.4,25.0,0,32.1,0,3.7,E
202008,10,1000.4,1003.7,0.0,0.0,0.0,-10.9,-5.5,-21.4,56.0,27.0,11.4,24.2,0,29.9,0,2.1,E
202008,11,993.6,997.0,0.0,0.0,0.0,-16.6,-12.2,-22.8,43.0,27.0,4.3,11.7,0,16.9,0,6.2,E
202008,12,989.4,992.8,0.0,0.0,0.0,-18.9,-15.6,-21.3,47.0,32.0,6.1,12.6,0,16.2,0,6.4,E
202008,13,1000.8,1004.2,0.0,0.0,0.0,-16.3,-12.1,-20.2,61.0,52.0,2.6,7.5,0,8.9,0,0.0,E
202008,14,998.1,1001.5,0.0,0.0,0.0,-15.3,-12.9,-19.1,45.0,35.0,2.2,5.3,0,7.5,0,0.0,E
202008,15,995.5,998.9,0.0,0.0,0.0,-21.2,-17.4,-25.1,54.0,40.0,2.6,8.3,0,10.1,0,3.5,E
202008,16,997.8,1001.3,0.0,0.0,0.0,-24.6,-19.2,-31.9,62.0,43.0,2.2,5.6,0,6.7,0,6.6,E
202008,17,992.0,995.6,0.0,0.0,0.0,-32.3,-27.8,-35.7,69.0,55.0,2.3,6.0,0,7.2,0,6.8,E
202008,18,998.4,1001.9,0.0,0.0,0.0,-27.6,-23.7,-30.8,64.0,49.0,3.3,7.0,0,9.0,0,1.5,E
202008,19,998.6,1002.1,0.0,0.0,0.0,-23.0,-18.4,-27.2,66.0,49.0,3.2,8.8,0,10.8,0,0.0,E
202008,20,992.7,996.1,0.0,0.0,0.0,-17.5,-12.6,-21.6,71.0,60.0,2.5,6.2,0,7.9,0,0.0,E
202008,21,987.5,990.8,0.0,0.0,0.0,-13.7,-7.1,-16.8,55.0,41.0,6.4,10.4,0,13.9,0,7.0,E
202008,22,985.1,988.3,0.0,0.0,0.0,-6.0,-4.3,-8.2,69.0,52.0,16.2,22.4,0,27.7,0,3.0,E
202008,23,985.3,988.5,0.0,0.0,0.0,-7.7,-6.4,-9.8,62.0,51.0,9.5,16.5,0,21.2,0,0.0,E
202008,24,981.3,984.5,0.0,0.0,0.0,-9.5,-7.6,-10.6,81.0,58.0,4.2,9.3,0,11.9,0,0.0,E
202008,25,979.4,982.7,0.0,0.0,0.0,-12.6,-9.6,-15.0,63.0,54.0,6.9,10.7,0,13.3,0,0.0,E
202008,26,991.4,994.8,0.0,0.0,0.0,-16.3,-14.5,-18.7,71.0,62.0,10.1,13.9,0,16.1,0,0.0,E
202008,27,996.9,1000.4,0.0,0.0,0.0,-21.4,-18.0,-24.9,65.0,53.0,2.8,6.3,0,7.5,0,7.5,E
202008,28,992.0,995.5,0.0,0.0,0.0,-21.0,-19.3,-25.1,60.0,53.0,6.5,12.1,0,14.2,0,4.7,E
202008,29,977.0,980.3,0.0,0.0,0.0,-13.2,-10.2,-20.4,69.0,47.0,13.0,21.1,0,24.9,0,0.0,E
202008,30,975.3,978.6,0.0,0.0,0.0,-15.1,-10.6,-23.1,62.0,44.0,6.5,16.5,0,20.0,0,8.6,E
202008,31,986.8,990.2,0.0,0.0,0.0,-16.1,-13.9,-22.0,57.0,47.0,9.0,13.7,0,17.1,0,4.3,E
202009,1,983.1,986.4,0.0,0.0,0.0,-15.3,-13.8,-18.0,55.0,49.0,9.1,12.1,0,15.0,0,4.7,E
202009,2,984.6,988.1,0.0,0.0,0.0,-23.8,-16.6,-27.7,67.0,52.0,2.1,5.2,0,7.8,0,9.2,E
202009,3,997.2,1000.7,0.0,0.0,0.0,-23.7,-19.0,-30.4,59.0,41.0,2.4,6.8,0,8.7,0,6.4,E
202009,4,996.9,1000.2,0.0,0.0,0.0,-14.2,-10.3,-19.8,73.0,39.0,14.5,23.2,0,29.9,0,0.0,E
202009,5,995.7,999.0,0.0,0.0,0.0,-12.1,-11.3,-13.6,86.0,72.0,10.8,20.0,0,23.7,0,0.0,E
202009,6,980.7,984.0,0.0,0.0,0.0,-15.7,-12.7,-18.0,74.0,64.0,1.6,3.9,0,6.1,0,2.3,E
202009,7,979.1,982.5,0.0,0.0,0.0,-18.2,-14.1,-23.8,77.0,67.0,2.5,6.5,0,8.1,0,0.0,E
202009,8,963.2,966.5,0.0,0.0,0.0,-12.3,-8.6,-16.5,80.0,60.0,6.0,20.5,0,24.5,0,0.0,E
202009,9,977.0,980.3,0.0,0.0,0.0,-13.8,-12.2,-14.8,87.0,84.0,12.0,15.1,0,18.2,0,0.0,E
202009,10,972.3,975.6,0.0,0.0,0.0,-16.4,-14.4,-18.7,78.0,67.0,3.3,7.7,0,9.9,0,0.0,E
202009,11,970.0,973.3,0.0,0.0,0.0,-18.5,-17.3,-19.5,77.0,71.0,1.7,3.8,0,4.6,0,0.0,E
202009,12,977.6,981.0,0.0,0.0,0.0,-18.5,-17.5,-19.8,80.0,69.0,7.1,13.7,0,17.6,0,2.6,E
202009,13,972.8,976.1,0.0,0.0,0.0,-13.3,-11.2,-17.5,71.0,53.0,3.5,13.4,0,17.1,0,0.0,E
202009,14,972.8,976.1,0.0,0.0,0.0,-16.0,-12.5,-20.2,65.0,51.0,2.0,5.3,0,7.7,0,0.0,E
202009,15,973.8,977.1,0.0,0.0,0.0,-18.5,-16.4,-20.7,50.0,43.0,2.4,6.4,0,11.1,0,10.8,E
202009,16,972.6,976.0,0.0,0.0,0.0,-19.5,-15.6,-24.0,48.0,39.0,2.8,10.3,0,12.9,0,11.1,E
202009,17,980.2,983.6,0.0,0.0,0.0,-20.5,-17.8,-24.0,48.0,37.0,4.2,9.6,0,10.8,0,11.2,E
202009,18,984.1,987.5,0.0,0.0,0.0,-20.5,-16.7,-26.0,53.0,40.0,2.7,5.4,0,8.1,0,10.4,E
202009,19,980.3,983.7,0.0,0.0,0.0,-20.7,-17.5,-24.9,53.0,45.0,3.4,9.6,0,12.8,0,10.1,E
202009,20,978.7,982.1,0.0,0.0,0.0,-21.8,-18.9,-26.7,52.0,42.0,5.4,10.0,0,12.4,0,11.6,E
202009,21,972.2,975.6,0.0,0.0,0.0,-26.6,-23.2,-31.1,67.0,57.0,2.0,5.7,0,6.5,0,11.6,E
202009,22,985.1,988.5,0.0,0.0,0.0,-20.1,-13.4,-25.5,68.0,41.0,2.1,5.2,0,8.4,0,11.5,E
202009,23,981.5,984.8,0.0,0.0,0.0,-19.1,-13.6,-26.9,55.0,38.0,1.7,4.9,0,6.9,0,11.6,E
202009,24,983.7,987.1,0.0,0.0,0.0,-20.8,-18.8,-28.4,81.0,74.0,5.5,10.6,0,13.0,0,1.2,E
202009,25,994.8,998.2,0.0,0.0,0.0,-16.0,-11.5,-20.7,77.0,60.0,9.3,24.6,0,29.6,0,0.3,E
202009,26,993.3,996.6,0.0,0.0,0.0,-11.9,-10.6,-13.3,74.0,60.0,8.0,14.9,0,17.8,0,0.0,E
202009,27,982.9,986.2,0.0,0.0,0.0,-12.8,-11.1,-16.3,67.0,55.0,2.7,6.4,0,9.8,0,2.0,E
202009,28,985.2,988.6,0.0,0.0,0.0,-21.0,-14.6,-25.9,74.0,62.0,1.4,4.2,0,5.2,0,12.1,E
202009,29,990.3,993.7,0.0,0.0,0.0,-21.5,-17.9,-26.1,67.0,49.0,2.5,7.6,0,8.5,0,12.8,E
202009,30,982.9,986.3,0.0,0.0,0.0,-21.9,-13.3,-28.0,64.0,41.0,1.6,6.5,0,7.1,0,12.9,E
202010,1,986.6,990.0,0.0,0.0,0.0,-22.5,-17.8,-27.8,77.0,66.0,4.0,7.4,0,9.2,0,5.3,E
202010,2,989.7,993.0,0.0,0.0,0.0,-15.8,-12.7,-18.6,58.0,45.0,5.6,10.9,0,13.0,0,9.5,E
202010,3,981.0,984.2,0.0,0.0,0.0,-10.2,-7.2,-17.6,66.0,44.0,6.7,12.1,0,14.6,0,0.2,E
202010,4,976.1,979.3,0.0,0.0,0.0,-9.6,-8.5,-11.6,74.0,60.0,8.4,12.4,0,15.6,0,0.2,E
202010,5,972.3,975.6,0.0,0.0,0.0,-11.9,-10.9,-13.2,79.0,65.0,9.0,13.4,0,16.0,0,0.1,E
202010,6,974.3,977.6,0.0,0.0,0.0,-12.8,-9.5,-16.1,69.0,55.0,3.0,8.7,0,10.1,0,6.5,E
202010,7,979.3,982.6,0.0,0.0,0.0,-16.0,-13.2,-23.3,84.0,80.0,4.3,7.7,0,9.1,0,0.7,E
202010,8,975.1,978.5,0.0,0.0,0.0,-19.6,-15.9,-26.6,80.0,70.0,1.9,4.6,0,5.4,0,3.4,E
202010,9,969.0,972.4,0.0,0.0,0.0,-25.9,-22.2,-30.1,79.0,75.0,1.3,3.2,0,4.0,0,6.8,E
202010,10,974.3,977.7,0.0,0.0,0.0,-22.6,-19.5,-29.4,68.0,57.0,4.6,8.0,0,10.2,0,14.1,E
202010,11,977.1,980.4,0.0,0.0,0.0,-19.9,-17.1,-23.6,55.0,45.0,2.5,7.6,0,10.3,0,14.4,E
202010,12,971.2,974.5,0.0,0.0,0.0,-13.5,-10.8,-20.5,64.0,47.0,7.8,16.4,0,21.3,0,2.6,E
202010,13,966.9,970.1,0.0,0.0,0.0,-10.9,-9.0,-14.0,77.0,58.0,8.7,17.2,0,21.8,0,0.0,E
202010,14,973.8,977.1,0.0,0.0,0.0,-12.5,-9.3,-15.8,60.0,53.0,6.7,11.4,0,13.5,0,3.5,E
202010,15,971.7,975.0,0.0,0.0,0.0,-13.9,-11.5,-17.0,60.0,50.0,5.6,11.2,0,13.6,0,2.2,E
202010,16,972.5,975.8,0.0,0.0,0.0,-13.4,-10.9,-16.8,67.0,57.0,6.4,11.8,0,14.2,0,7.2,E
202010,17,977.0,980.3,0.0,0.0,0.0,-13.8,-10.8,-18.2,57.0,48.0,4.7,10.6,0,13.0,0,14.3,E
202010,18,978.2,981.6,0.0,0.0,0.0,-17.8,-14.0,-22.4,59.0,46.0,1.7,3.3,0,3.9,0,15.3,E
202010,19,987.3,990.6,0.0,0.0,0.0,-16.1,-12.2,-22.6,66.0,50.0,4.6,13.8,0,17.4,0,6.2,E
202010,20,968.8,972.0,0.0,0.0,0.0,-7.0,-3.7,-12.2,93.0,75.0,24.5,32.4,0,41.1,0,0.0,E
202010,21,975.0,978.2,0.0,0.0,0.0,-5.5,-3.7,-7.4,92.0,0.0,12.5,22.2,0,26.0,0,3.5,E
202010,22,973.1,976.3,0.0,0.0,0.0,-6.6,-5.4,-8.1,89.0,81.0,9.0,15.1,0,17.8,0,0.7,E
202010,23,980.6,983.8,0.0,0.0,0.0,-8.5,-6.4,-10.8,70.0,57.0,3.3,8.8,0,10.3,0,8.8,E
202010,24,983.3,986.6,0.0,0.0,0.0,-9.4,-8.2,-10.8,74.0,57.0,7.6,14.2,0,17.2,0,0.0,E
202010,25,994.9,998.2,0.0,0.0,0.0,-9.3,-8.3,-10.4,84.0,79.0,6.5,11.7,0,13.8,0,6.4,E
202010,26,1002.9,1006.2,0.0,0.0,0.0,-10.0,-8.8,-13.1,74.0,62.0,2.1,5.2,0,6.3,0,0.0,E
202010,27,988.1,991.4,0.0,0.0,0.0,-7.7,-4.9,-11.4,88.0,70.0,16.0,27.4,0,32.0,0,0.0,E
202010,28,983.4,986.6,0.0,0.0,0.0,-4.8,-3.7,-8.6,95.0,92.0,11.0,18.9,0,24.1,0,0.6,E
202010,29,976.5,979.7,0.0,0.0,0.0,-6.9,-5.7,-8.0,88.0,78.0,7.4,11.2,0,13.2,0,0.0,E
202010,30,975.9,979.1,0.0,0.0,0.0,-8.1,-7.2,-9.6,84.0,74.0,5.7,11.7,0,15.1,0,0.3,E
202010,31,979.1,982.3,0.0,0.0,0.0,-10.4,-8.9,-11.4,77.0,64.0,0.0,0.0,0,0.0,0,0.3,E
202011,1,962.1,965.3,0.0,0.0,0.0,-10.0,-8.2,-11.8,70.0,49.0,4.6,10.6,0,13.7,0,3.1,E
202011,2,957.2,960.3,0.0,0.0,0.0,-6.3,-3.1,-9.5,66.0,44.0,4.9,11.5,0,16.0,0,0.3,E
202011,3,971.0,974.2,0.0,0.0,0.0,-9.3,-5.7,-12.7,69.0,58.0,1.7,3.7,0,4.5,0,12.6,E
202011,4,974.7,978.0,0.0,0.0,0.0,-9.9,-8.3,-12.2,74.0,58.0,2.8,5.6,0,6.5,0,3.0,E
202011,5,980.6,983.9,0.0,0.0,0.0,-10.4,-9.1,-13.0,74.0,58.0,3.7,8.4,0,10.0,0,0.0,E
202011,6,982.9,986.2,0.0,0.0,0.0,-10.7,-8.1,-14.5,65.0,52.0,1.4,4.0,0,5.7,0,17.8,E
202011,7,968.6,971.8,0.0,0.0,0.0,-8.4,-4.9,-12.7,68.0,53.0,5.7,9.7,0,12.0,0,0.5,E
202011,8,959.1,962.2,0.0,0.0,0.0,-5.0,-3.8,-6.9,91.0,83.0,4.7,9.1,0,12.3,0,1.1,E
202011,9,967.4,970.6,0.0,0.0,0.0,-6.6,-5.4,-8.3,86.0,78.0,7.2,16.1,0,18.8,0,0.1,E
202011,10,974.1,977.3,0.0,0.0,0.0,-4.8,-3.1,-6.0,76.0,69.0,6.0,11.8,0,13.6,0,0.0,E
202011,11,982.4,985.6,0.0,0.0,0.0,-5.0,-2.6,-7.5,70.0,61.0,6.4,12.7,0,15.3,0,10.2,E
202011,12,985.3,988.5,0.0,0.0,0.0,-4.1,-2.4,-7.3,82.0,70.0,14.4,24.4,0,29.0,0,0.1,E
202011,13,993.6,996.8,0.0,0.0,0.0,-3.7,-1.4,-9.0,81.0,67.0,2.7,6.4,0,7.7,0,11.5,E
202011,14,992.3,995.5,0.0,0.0,0.0,-2.1,0.6,-9.8,91.0,81.0,16.3,28.9,0,33.9,0,0.0,E
202011,15,991.1,994.2,0.0,0.0,0.0,-0.2,1.6,-3.0,78.0,69.0,12.7,24.5,0,29.6,0,14.2,E
202011,16,995.7,998.9,0.0,0.0,0.0,-1.7,0.2,-4.1,63.0,50.0,2.4,5.8,0,7.5,0,18.8,E
202011,17,989.8,993.0,0.0,0.0,0.0,-1.6,2.4,-5.7,55.0,0.0,3.1,9.4,0,11.0,0,20.0,E
202011,18,987.0,990.2,0.0,0.0,0.0,-1.1,3.2,-7.5,51.0,36.0,0.0,13.1,0,15.9,0,20.6,E
202011,19,994.7,997.9,0.0,0.0,0.0,-2.6,0.1,-5.8,51.0,34.0,5.5,12.2,0,17.1,0,21.0,E
202011,20,997.0,1000.2,0.0,0.0,0.0,-4.4,-2.3,-7.2,56.0,40.0,6.8,13.9,0,17.7,0,21.2,E
202011,21,991.8,995.0,0.0,0.0,0.0,-4.2,-0.7,-8.9,58.0,46.0,4.0,8.9,0,12.9,0,21.1,E
202011,22,983.2,986.4,0.0,0.0,0.0,-3.6,-0.7,-8.0,68.0,60.0,7.5,18.5,0,23.7,0,17.5,E
202011,23,974.5,977.7,0.0,0.0,0.0,-2.9,-1.7,-3.5,84.0,64.0,21.5,30.0,0,36.9,0,0.0,E
202011,24,970.4,973.5,0.0,0.0,0.0,-2.7,-0.9,-4.7,95.0,88.0,19.1,29.1,0,36.8,0,3.0,E
202011,25,976.7,979.8,0.0,0.0,0.0,-2.3,0.2,-6.7,87.0,62.0,8.0,18.2,0,22.8,0,9.5,E
202011,26,964.3,967.4,0.0,0.0,0.0,-5.8,-3.7,-9.3,84.0,77.0,4.4,7.4,0,9.9,0,7.2,E
202011,27,974.8,978.0,0.0,0.0,0.0,-4.4,-2.9,-7.3,85.0,76.0,8.2,12.4,0,14.7,0,0.2,E
202011,28,973.8,976.9,0.0,0.0,0.0,-3.2,-2.2,-4.7,85.0,75.0,12.4,14.5,0,17.5,0,1.4,E
202011,29,979.6,982.8,0.0,0.0,0.0,-1.7,-0.6,-4.1,88.0,49.0,6.8,12.0,0,13.7,0,2.7,E
202011,30,976.1,979.2,0.0,0.0,0.0,-3.3,-0.9,-6.3,53.0,41.0,3.4,6.1,0,9.1,0,21.9,E
202012,1,978.5,981.7,0.0,0.0,0.0,-3.4,0.2,-7.3,63.0,47.0,5.8,11.9,0,14.2,0,24.0,E
202012,2,980.6,983.8,0.0,0.0,0.0,-6.3,-3.6,-10.3,74.0,62.0,4.6,11.1,0,13.2,0,23.7,E
202012,3,987.3,990.5,0.0,0.0,0.0,-5.4,-2.5,-10.1,74.0,62.0,3.0,6.5,0,8.3,0,5.0,E
202012,4,985.1,988.3,0.0,0.0,0.0,-3.4,-0.8,-6.4,70.0,57.0,2.8,4.9,0,6.1,0,11.8,E
202012,5,981.7,984.9,0.0,0.0,0.0,-5.3,-2.9,-9.3,76.0,64.0,2.0,5.1,0,6.1,0,20.8,E
202012,6,986.3,989.5,0.0,0.0,0.0,-4.3,-1.3,-7.9,80.0,68.0,2.7,4.6,0,5.3,0,23.2,E
202012,7,990.4,993.6,0.0,0.0,0.0,-6.8,-3.2,-12.5,83.0,66.0,2.8,5.8,0,7.4,0,21.8,E
202012,8,984.9,988.1,0.0,0.0,0.0,-4.2,-0.6,-8.4,65.0,49.0,3.8,10.2,0,12.1,0,22.4,E
202012,9,980.2,983.3,0.0,0.0,0.0,-3.3,-0.4,-8.7,61.0,35.0,4.2,10.7,0,15.3,0,24.0,E
202012,10,974.3,977.5,0.0,0.0,0.0,-5.7,-2.6,-11.1,79.0,63.0,5.4,10.8,0,13.4,0,15.6,E
202012,11,971.3,974.4,0.0,0.0,0.0,-1.6,-0.2,-4.0,87.0,76.0,13.0,21.7,0,26.1,0,1.2,E
202012,12,977.9,981.1,0.0,0.0,0.0,-0.8,0.0,-2.5,94.0,84.0,10.2,21.6,0,24.9,0,0.0,E
202012,13,980.2,983.3,0.0,0.0,0.0,-1.9,-0.7,-4.7,86.0,70.0,4.0,6.2,0,7.7,0,7.1,E
202012,14,983.0,986.2,0.0,0.0,0.0,-2.1,-0.8,-4.9,82.0,73.0,3.7,7.0,0,8.7,0,0.2,E
202012,15,976.7,979.9,0.0,0.0,0.0,-3.3,-0.1,-6.4,78.0,61.0,2.4,5.3,0,7.3,0,11.3,E
202012,16,980.8,984.0,0.0,0.0,0.0,-4.7,-0.9,-8.5,71.0,48.0,2.7,7.4,0,10.2,0,19.1,E
202012,17,988.5,991.7,0.0,0.0,0.0,-4.8,-2.1,-8.3,82.0,60.0,1.6,3.2,0,4.0,0,18.2,E
202012,18,983.0,986.2,0.0,0.0,0.0,-4.2,-0.8,-9.1,80.0,68.0,2.2,4.9,0,6.9,0,23.8,E
