年月,日,気圧（現地）,気圧（海面）,降水量_合計,降水量_最大_1h,降水量_最大_10m,気温_平均,気温_最高,気温_最低,湿度_平均,湿度_最小,平均風速,最大風速,最大風速_風向,最大瞬間風速,最大瞬間風速_風向,日照時間,point
201601,1,1020.0,1025.3,0.0,0.0,0.0,8.3,13.0,5.2,47.0,21.0,3.4,6.3,0,9.9,0,9.4,A
201601,2,1016.4,1021.6,0.0,0.0,0.0,7.9,13.3,3.7,55.0,39.0,2.2,5.2,0,8.7,0,5.9,A
201601,3,1011.0,1016.2,0.0,0.0,0.0,10.1,15.4,5.2,64.0,45.0,2.0,3.9,0,5.5,0,7.9,A
201601,4,1008.2,1013.4,0.0,0.0,0.0,10.8,14.7,6.4,58.0,43.0,1.9,4.4,0,6.5,0,9.3,A
201601,5,1010.9,1016.0,0.0,0.0,0.0,11.8,14.8,8.4,51.0,31.0,2.1,3.7,0,6.5,0,8.0,A
201601,6,1011.7,1016.9,0.0,0.0,0.0,9.7,11.2,8.6,73.0,65.0,2.3,4.7,0,6.4,0,0.4,A
201601,7,1007.1,1012.3,0.0,0.0,0.0,9.3,13.5,6.0,54.0,36.0,3.2,7.9,0,12.8,0,6.4,A
201601,8,1008.0,1013.2,0.0,0.0,0.0,8.1,11.6,4.9,48.0,38.0,2.6,5.6,0,9.3,0,8.4,A
201601,9,1011.9,1017.1,0.0,0.0,0.0,8.1,11.7,4.1,55.0,33.0,2.5,5.8,0,9.4,0,9.3,A
201601,10,1011.3,1016.5,0.0,0.0,0.0,8.4,13.0,3.6,58.0,36.0,2.4,4.7,0,8.2,0,9.5,A
201601,11,1011.7,1017.0,0.0,0.0,0.0,7.9,10.6,5.8,57.0,40.0,2.6,3.9,0,7.2,0,1.7,A
201601,12,1009.5,1014.8,0.0,0.0,0.0,4.5,7.8,2.8,73.0,60.0,3.4,6.2,0,9.7,0,0.0,A
201601,13,1007.8,1013.0,0.0,0.0,0.0,5.8,10.1,1.9,60.0,41.0,2.0,3.8,0,5.8,0,8.5,A
201601,14,1006.7,1011.9,0.0,0.0,0.0,7.1,11.2,1.6,54.0,31.0,2.0,4.0,0,6.9,0,9.3,A
201601,15,1010.7,1016.0,0.0,0.0,0.0,6.5,10.8,3.3,68.0,44.0,3.5,5.7,0,8.9,0,7.5,A
201601,16,1013.4,1018.6,0.0,0.0,0.0,7.2,10.5,3.6,59.0,38.0,2.6,5.1,0,8.8,0,9.3,A
201601,17,1016.4,1021.7,3.5,2.5,0.5,6.5,8.8,4.3,62.0,52.0,3.3,5.6,0,11.3,0,1.8,A
201601,18,993.5,998.7,45.5,6.5,1.5,4.5,9.3,0.5,90.0,66.0,5.9,9.3,0,19.3,0,0.0,A
201601,19,995.9,1001.2,0.0,0.0,0.0,5.7,9.5,2.0,42.0,25.0,7.0,11.7,0,19.9,0,9.7,A
201601,20,1004.0,1009.2,0.0,0.0,0.0,4.8,10.8,0.4,42.0,26.0,5.2,7.6,0,14.0,0,7.5,A
201601,21,1012.1,1017.4,0.0,0.0,0.0,5.9,10.0,2.0,40.0,27.0,3.0,6.2,0,10.3,0,7.2,A
201601,22,1014.1,1019.4,0.0,0.0,0.0,6.4,10.7,3.5,38.0,28.0,4.0,6.4,0,11.4,0,9.0,A
201601,23,1011.9,1017.2,0.0,0.0,0.0,4.8,6.7,3.1,53.0,36.0,3.2,5.5,0,10.5,0,0.4,A
201601,24,999.3,1004.5,0.0,0.0,0.0,3.6,8.1,0.3,44.0,15.0,4.2,8.6,0,15.1,0,8.2,A
201601,25,1011.3,1016.6,0.0,0.0,0.0,3.6,8.2,-0.9,28.0,14.0,2.5,4.7,0,9.1,0,10.1,A
201601,26,1017.4,1022.8,0.0,0.0,0.0,4.7,9.4,0.6,48.0,28.0,2.5,5.0,0,8.7,0,8.8,A
201601,27,1018.5,1023.8,0.0,0.0,0.0,7.3,13.3,1.4,50.0,27.0,2.5,4.7,0,6.9,0,9.8,A
201601,28,1020.3,1025.6,0.0,0.0,0.0,8.6,13.4,3.1,48.0,26.0,1.8,3.7,0,5.6,0,9.8,A
201601,29,1018.2,1023.5,21.0,8.5,2.0,5.8,7.8,3.4,81.0,53.0,3.2,5.5,0,11.2,0,0.0,A
201601,30,1014.7,1020.0,3.5,6.5,0.5,3.9,5.4,2.0,87.0,72.0,4.2,7.7,0,12.6,0,0.0,A
201601,31,1015.2,1020.5,0.0,0.0,0.0,6.8,9.8,3.5,66.0,42.0,1.9,3.9,0,6.9,0,1.1,A
201602,1,1014.1,1019.4,0.0,0.0,0.0,5.2,6.6,3.7,74.0,58.0,3.1,5.3,0,8.7,0,0.0,A
201602,2,1012.8,1018.0,0.0,0.0,0.0,6.0,9.6,3.3,48.0,33.0,3.8,6.7,0,12.1,0,8.0,A
201602,3,1015.8,1021.1,0.0,0.0,0.0,5.6,8.7,3.3,48.0,33.0,3.9,6.9,0,10.2,0,7.2,A
201602,4,1014.7,1020.0,0.0,0.0,0.0,6.0,9.2,2.8,65.0,48.0,2.3,4.7,0,6.9,0,5.8,A
201602,5,1010.5,1015.7,0.0,0.0,0.0,7.7,11.7,2.8,57.0,31.0,2.3,4.6,0,7.7,0,9.3,A
201602,6,1007.0,1012.2,0.0,0.0,0.0,7.2,9.9,5.1,72.0,61.0,3.3,5.4,0,9.9,0,2.1,A
201602,7,1010.5,1015.8,0.0,0.0,0.0,5.6,9.5,2.6,45.0,28.0,4.2,8.7,0,15.4,0,8.6,A
201602,8,1012.8,1018.1,0.0,0.0,0.0,5.1,9.7,1.7,58.0,43.0,2.8,5.5,0,8.6,0,6.6,A
201602,9,1004.5,1009.8,0.0,0.0,0.0,7.2,12.7,1.8,57.0,34.0,4.0,10.2,0,17.4,0,10.0,A
201602,10,1013.9,1019.2,0.0,0.0,0.0,6.6,10.9,3.4,34.0,16.0,4.8,8.5,0,15.3,0,10.4,A
201602,11,1024.7,1030.0,0.0,0.0,0.0,6.6,9.9,3.3,45.0,32.0,3.5,6.3,0,10.4,0,9.4,A
201602,12,1025.8,1031.2,0.5,0.5,0.5,7.3,11.0,2.5,71.0,53.0,2.7,5.1,0,7.2,0,1.4,A
201602,13,1014.4,1019.5,0.0,0.0,0.0,14.5,20.3,8.2,73.0,53.0,4.3,9.0,0,15.2,0,8.0,A
201602,14,994.6,999.5,53.0,23.0,11.0,18.6,21.5,16.4,78.0,47.0,8.2,13.0,0,23.8,0,1.9,A
201602,15,997.4,1002.6,0.5,0.5,0.5,8.8,18.6,3.0,57.0,38.0,4.8,9.5,0,17.1,0,1.2,A
201602,16,1006.5,1011.8,0.0,0.0,0.0,5.8,10.4,2.5,43.0,34.0,4.0,6.2,0,10.6,0,9.6,A
201602,17,1009.6,1014.9,0.0,0.0,0.0,6.8,13.8,2.9,41.0,28.0,0.0,8.1,0,13.9,0,0.0,A
201602,18,1019.6,1024.9,0.0,0.0,0.0,6.7,10.6,3.1,54.0,40.0,3.1,5.2,0,7.6,0,7.4,A
201602,19,1019.6,1024.8,0.0,0.0,0.0,11.0,17.5,4.4,51.0,28.0,2.6,5.7,0,9.6,0,9.7,A
201602,20,1014.4,1019.7,39.5,7.0,1.5,8.2,10.7,7.0,77.0,47.0,3.5,6.3,0,12.2,0,0.4,A
201602,21,1008.4,1013.6,0.0,0.5,0.0,10.3,15.9,6.8,60.0,32.0,3.7,8.2,0,15.2,0,6.3,A
201602,22,1023.3,1028.6,0.0,0.0,0.0,7.4,10.0,6.0,55.0,37.0,3.5,6.0,0,11.3,0,1.4,A
201602,23,1016.3,1021.6,0.0,0.0,0.0,7.5,10.1,5.6,80.0,64.0,2.4,4.1,0,7.6,0,1.9,A
201602,24,1016.4,1021.7,0.0,0.0,0.0,6.5,7.8,3.1,50.0,34.0,4.3,8.4,0,14.9,0,0.0,A
201602,25,1020.8,1026.2,0.5,0.5,0.5,4.4,7.6,1.4,64.0,40.0,2.5,5.9,0,8.5,0,5.1,A
201602,26,1019.0,1024.3,0.0,0.0,0.0,6.3,11.1,1.7,50.0,26.0,3.0,6.1,0,10.2,0,10.7,A
201602,27,1019.4,1024.7,0.0,0.0,0.0,8.2,13.0,3.6,47.0,28.0,4.6,7.9,0,13.7,0,8.9,A
201602,28,1019.5,1024.8,0.5,0.5,0.5,9.7,14.8,5.8,61.0,26.0,3.5,6.0,0,10.6,0,7.5,A
201602,29,1004.3,1009.5,7.0,4.5,3.0,8.6,14.4,5.4,80.0,52.0,3.6,8.4,0,14.6,0,1.7,A
201603,1,1010.4,1015.7,0.0,0.0,0.0,5.6,9.7,2.9,34.0,20.0,4.5,9.5,0,15.0,0,10.2,A
201603,2,1015.9,1021.2,0.0,0.0,0.0,6.9,12.0,2.1,44.0,28.0,2.8,6.1,0,10.6,0,9.8,A
201603,3,1016.6,1021.8,0.0,0.0,0.0,10.4,17.1,4.4,53.0,30.0,2.2,5.5,0,9.7,0,10.9,A
201603,4,1024.5,1029.7,0.0,0.0,0.0,11.1,15.5,7.7,63.0,47.0,2.7,4.8,0,8.1,0,8.1,A
201603,5,1026.6,1031.9,0.0,0.0,0.0,11.7,16.5,8.4,69.0,56.0,3.2,5.2,0,8.5,0,6.1,A
201603,6,1020.8,1026.0,16.5,8.5,3.0,12.9,16.6,9.2,83.0,67.0,3.5,5.9,0,10.7,0,2.6,A
201603,7,1012.9,1018.0,87.5,35.0,12.5,15.0,17.0,12.9,96.0,84.0,2.5,6.4,0,11.0,0,0.0,A
201603,8,1008.2,1013.3,0.0,0.0,0.0,15.4,20.5,12.7,88.0,62.0,2.4,5.1,0,7.2,0,4.8,A
201603,9,1009.9,1015.1,26.5,4.5,1.0,9.4,15.9,4.5,86.0,62.0,3.2,5.5,0,12.3,0,0.0,A
201603,10,1011.4,1016.7,0.0,1.5,0.5,6.6,8.7,4.2,70.0,57.0,4.0,7.4,0,13.0,0,0.0,A
201603,11,1013.5,1018.8,1.0,0.5,0.5,5.0,6.4,3.4,77.0,66.0,2.4,4.4,0,8.5,0,0.0,A
201603,12,1017.7,1023.0,0.0,0.0,0.0,6.4,8.4,4.1,68.0,60.0,2.9,5.3,0,7.9,0,1.1,A
201603,13,1019.0,1024.4,0.0,0.0,0.0,7.3,10.9,4.6,68.0,56.0,3.5,6.1,0,8.9,0,0.9,A
201603,14,1008.8,1014.1,44.5,6.5,1.5,5.8,7.3,3.8,88.0,68.0,5.5,9.2,0,15.6,0,0.0,A
201603,15,1009.7,1014.9,0.5,1.0,0.5,8.7,14.3,4.1,49.0,23.0,5.4,9.4,0,14.6,0,11.3,A
201603,16,1017.7,1022.9,0.0,0.0,0.0,9.5,13.0,4.9,53.0,39.0,2.6,5.2,0,8.2,0,2.5,A
201603,17,1016.7,1021.8,0.0,0.0,0.0,12.9,19.8,7.6,59.0,10.0,2.4,4.6,0,7.0,0,11.4,A
201603,18,1013.9,1019.1,0.0,0.0,0.0,14.9,19.1,8.4,65.0,34.0,4.2,8.3,0,13.5,0,7.3,A
201603,19,1001.9,1007.0,19.5,10.0,2.0,15.3,16.9,14.3,85.0,45.0,3.5,7.5,0,14.2,0,1.5,A
201603,20,1006.0,1011.1,0.5,0.5,0.5,12.8,15.6,10.3,54.0,37.0,4.0,7.6,0,13.9,0,2.7,A
201603,21,1012.3,1017.5,0.0,0.0,0.0,9.6,12.0,8.1,61.0,49.0,2.9,5.1,0,8.5,0,3.9,A
201603,22,1010.5,1015.7,0.0,0.0,0.0,11.3,16.8,7.2,51.0,34.0,3.8,7.8,0,12.9,0,7.9,A
201603,23,1008.1,1013.3,0.0,0.0,0.0,12.1,17.9,8.3,56.0,28.0,3.2,7.2,0,12.1,0,8.4,A
201603,24,1010.5,1015.8,0.0,0.0,0.0,6.9,9.4,4.8,72.0,60.0,2.6,5.1,0,9.9,0,1.1,A
201603,25,1012.8,1018.1,0.0,0.0,0.0,8.6,13.7,4.1,41.0,26.0,3.3,6.4,0,11.0,0,6.9,A
201603,26,1015.2,1020.4,0.0,0.0,0.0,8.2,11.0,5.7,52.0,35.0,3.2,5.4,0,10.0,0,5.2,A
201603,27,1014.1,1019.3,0.0,0.0,0.0,10.5,15.2,6.9,67.0,49.0,3.4,5.7,0,9.4,0,6.1,A
201603,28,1013.8,1019.0,10.0,9.0,3.5,11.2,14.3,8.7,78.0,62.0,2.8,6.2,0,10.5,0,2.2,A
201603,29,1017.8,1023.0,0.0,2.0,0.0,12.6,18.1,7.6,65.0,32.0,3.6,6.7,0,10.6,0,9.7,A
201603,30,1012.7,1017.8,0.0,0.0,0.0,15.1,19.6,11.1,52.0,26.0,4.4,9.4,0,16.8,0,3.1,A
201603,31,1013.4,1018.5,0.0,0.0,0.0,15.3,20.3,11.1,47.0,28.0,3.3,6.3,0,9.5,0,9.9,A
201604,1,1015.3,1020.5,4.0,2.0,0.5,13.2,18.9,8.2,67.0,47.0,3.6,5.5,0,11.9,0,3.0,A
201604,2,1021.0,1026.2,1.5,1.5,0.5,10.9,13.6,8.1,72.0,57.0,3.5,5.9,0,10.8,0,0.0,A
201604,3,1018.2,1023.4,3.5,1.0,0.5,13.5,17.8,9.9,87.0,71.0,2.8,5.0,0,8.5,0,0.2,A
201604,4,1002.7,1007.7,8.0,3.0,1.5,16.3,22.2,10.3,87.0,65.0,4.8,9.6,0,16.7,0,1.2,A
201604,5,1009.1,1014.3,0.5,0.5,0.5,11.2,12.3,10.0,78.0,62.0,2.4,5.1,0,9.5,0,0.0,A
201604,6,1014.0,1019.1,0.0,0.0,0.0,14.5,18.6,9.1,64.0,25.0,2.4,5.3,0,8.6,0,6.1,A
201604,7,1005.1,1010.2,43.5,8.5,2.0,15.1,21.2,11.5,90.0,67.0,3.8,13.1,0,22.1,0,0.0,A
201604,8,1003.7,1008.7,0.0,0.0,0.0,16.9,22.1,14.0,65.0,38.0,2.7,6.6,0,10.3,0,3.5,A
201604,9,1009.0,1014.0,0.0,0.0,0.0,17.2,22.6,12.3,65.0,48.0,3.7,7.6,0,13.5,0,9.6,A
201604,10,1004.4,1009.4,0.0,0.0,0.0,17.4,22.5,13.7,66.0,24.0,2.3,4.2,0,6.6,0,3.5,A
201604,11,1006.6,1011.7,0.0,0.0,0.0,12.0,16.7,8.3,55.0,26.0,4.8,8.9,0,15.4,0,2.5,A
201604,12,1017.6,1022.9,0.0,0.0,0.0,11.1,15.2,6.5,47.0,27.0,4.0,6.5,0,13.9,0,11.1,A
201604,13,1012.0,1017.1,6.0,2.5,1.0,14.9,19.9,11.2,78.0,54.0,3.2,8.3,0,13.4,0,1.0,A
201604,14,1000.3,1005.3,39.5,14.5,3.0,15.0,17.0,13.2,93.0,82.0,2.8,5.7,0,9.7,0,0.0,A
201604,15,1008.1,1013.1,0.0,0.0,0.0,16.8,20.8,12.9,42.0,20.0,4.2,8.9,0,14.9,0,11.9,A
201604,16,1016.4,1021.6,0.0,0.0,0.0,16.4,20.9,12.5,52.0,24.0,3.5,6.6,0,12.2,0,4.8,A
201604,17,1003.8,1008.8,1.0,0.5,0.5,19.2,21.8,17.1,78.0,55.0,8.3,16.4,0,29.5,0,3.2,A
201604,18,1002.8,1007.8,1.0,1.0,0.5,18.8,24.5,14.3,69.0,37.0,4.1,8.4,0,14.6,0,5.9,A
201604,19,1011.2,1016.3,0.0,0.0,0.0,16.7,21.9,13.4,60.0,0.0,3.4,7.6,0,11.7,0,11.2,A
201604,20,1019.2,1024.4,0.0,0.0,0.0,15.4,19.6,11.1,58.0,32.0,3.9,6.7,0,11.6,0,11.8,A
201604,21,1010.1,1015.1,10.0,5.5,2.0,16.7,20.0,13.3,78.0,62.0,4.7,8.1,0,14.7,0,0.0,A
201604,22,1001.0,1006.0,0.5,3.5,0.5,16.6,22.0,13.3,81.0,64.0,3.5,6.8,0,10.1,0,6.8,A
201604,23,1006.1,1011.1,0.0,0.0,0.0,17.7,21.8,14.3,80.0,64.0,3.3,6.7,0,10.7,0,2.9,A
201604,24,1008.2,1013.3,5.0,2.5,1.5,15.8,18.4,12.7,73.0,36.0,2.6,6.1,0,12.2,0,0.0,A
201604,25,1014.3,1019.4,0.0,0.0,0.0,18.1,22.8,14.4,59.0,44.0,2.1,5.1,0,8.4,0,9.4,A
201604,26,1011.9,1016.9,0.0,0.0,0.0,19.2,24.7,15.1,69.0,47.0,3.0,6.0,0,9.9,0,10.6,A
201604,27,1007.9,1013.0,1.0,0.5,0.5,17.9,21.1,15.7,83.0,66.0,2.8,5.1,0,7.8,0,0.4,A
201604,28,994.6,999.6,27.5,5.5,1.5,14.8,15.8,14.2,98.0,96.0,3.2,6.3,0,10.5,0,0.0,A
201604,29,995.0,1000.0,1.5,1.5,1.5,16.4,21.2,13.7,51.0,27.0,6.5,12.1,0,21.2,0,7.6,A
201604,30,1006.7,1011.8,0.0,0.0,0.0,16.7,21.3,12.5,46.0,28.0,4.0,7.4,0,13.5,0,12.7,A
201605,1,1007.6,1012.6,0.0,0.0,0.0,18.9,26.2,12.9,61.0,37.0,2.3,5.2,0,9.3,0,9.8,A
201605,2,1015.5,1020.6,0.0,0.0,0.0,18.0,22.1,14.3,76.0,60.0,2.8,5.3,0,7.2,0,6.5,A
201605,3,1012.3,1017.3,0.0,0.0,0.0,20.1,23.8,17.4,78.0,60.0,5.0,8.1,0,14.5,0,6.1,A
201605,4,999.1,1004.0,19.5,16.5,7.0,21.7,26.4,18.5,60.0,27.0,8.5,12.6,0,23.3,0,9.7,A
201605,5,1004.7,1009.7,0.0,0.0,0.0,22.4,27.2,18.2,39.0,22.0,4.7,7.7,0,14.5,0,12.7,A
201605,6,1011.9,1016.9,0.5,0.5,0.5,18.6,21.1,16.1,62.0,35.0,3.3,6.5,0,11.1,0,0.0,A
201605,7,1002.0,1006.9,0.0,0.5,0.0,20.8,24.6,16.7,62.0,42.0,6.0,10.7,0,17.9,0,10.0,A
201605,8,1011.0,1016.0,0.0,0.0,0.0,20.8,25.4,18.0,49.0,24.0,3.9,7.2,0,11.9,0,11.0,A
201605,9,1011.9,1017.0,18.5,3.5,1.0,18.0,21.3,15.9,85.0,59.0,2.6,5.8,0,10.8,0,0.0,A
201605,10,1002.6,1007.5,4.5,2.5,1.0,19.1,23.2,16.1,90.0,70.0,3.3,6.2,0,12.5,0,0.7,A
201605,11,995.5,1000.4,13.5,6.5,2.5,22.0,25.6,19.1,83.0,71.0,7.4,12.3,0,22.7,0,4.5,A
201605,12,1008.5,1013.5,0.0,0.0,0.0,21.1,26.8,18.0,61.0,29.0,3.1,5.7,0,8.7,0,13.3,A
201605,13,1014.1,1019.1,0.0,0.0,0.0,20.6,25.7,17.4,72.0,41.0,2.7,5.2,0,8.4,0,11.7,A
201605,14,1017.6,1022.7,0.0,0.0,0.0,20.1,24.4,15.2,64.0,49.0,3.6,6.9,0,11.7,0,10.1,A
201605,15,1016.7,1021.8,0.0,0.0,0.0,17.6,22.4,13.6,68.0,46.0,3.4,6.0,0,9.4,0,12.4,A
201605,16,1009.9,1014.9,0.0,0.0,0.0,19.2,23.8,15.2,74.0,52.0,4.4,7.3,0,13.4,0,2.4,A
201605,17,1006.6,1011.7,29.0,10.5,3.5,18.9,21.1,16.0,93.0,79.0,3.8,6.3,0,12.3,0,0.0,A
201605,18,1012.8,1017.8,0.0,0.0,0.0,20.1,25.5,14.5,53.0,23.0,0.0,7.6,0,12.4,0,13.5,A
201605,19,1015.7,1020.7,0.0,0.0,0.0,19.6,24.2,15.8,53.0,33.0,3.9,7.7,0,12.4,0,11.4,A
201605,20,1015.3,1020.4,0.0,0.0,0.0,17.3,20.3,15.4,66.0,55.0,3.3,6.2,0,9.7,0,2.3,A
201605,21,1012.0,1017.1,1.5,1.0,0.5,18.9,24.1,14.1,69.0,40.0,3.2,7.9,0,12.4,0,12.9,A
201605,22,1011.4,1016.4,0.0,0.0,0.0,22.2,28.9,17.3,56.0,26.0,3.2,6.1,0,9.7,0,13.1,A
201605,23,1009.4,1014.3,0.0,0.0,0.0,23.4,29.8,17.1,47.0,31.0,2.3,4.7,0,7.0,0,12.5,A
201605,24,1008.6,1013.6,0.0,0.0,0.0,23.5,29.1,19.2,58.0,32.0,3.8,7.2,0,11.5,0,9.9,A
201605,25,1009.1,1014.0,0.0,0.0,0.0,22.0,24.1,20.6,77.0,64.0,5.4,7.8,0,14.5,0,0.4,A
201605,26,1006.5,1011.4,0.0,0.0,0.0,22.7,26.4,20.6,82.0,57.0,5.8,8.0,0,14.7,0,3.8,A
201605,27,1003.8,1008.7,19.5,7.0,2.0,19.6,22.1,16.9,90.0,78.0,3.4,7.5,0,12.9,0,0.0,A
201605,28,1003.8,1008.8,0.0,0.0,0.0,19.5,24.1,16.1,79.0,54.0,1.8,4.4,0,7.9,0,1.3,A
201605,29,1003.1,1008.0,0.0,0.0,0.0,21.6,27.2,16.8,76.0,48.0,2.7,6.1,0,8.9,0,10.3,A
201605,30,1002.0,1007.0,22.5,7.0,2.0,17.3,21.0,15.5,93.0,70.0,3.6,7.3,0,11.6,0,0.0,A
201605,31,999.6,1004.5,0.0,0.0,0.0,20.2,25.1,16.0,82.0,62.0,3.6,6.5,0,10.6,0,6.4,A
201606,1,995.5,1000.4,1.0,1.0,1.0,21.3,25.7,18.3,59.0,33.0,4.0,9.6,0,16.2,0,5.8,A
201606,2,999.4,1004.4,0.0,0.0,0.0,21.1,25.7,17.1,35.0,21.0,6.2,9.4,0,17.2,0,12.9,A
201606,3,1008.0,1013.0,0.0,0.0,0.0,19.6,24.1,15.6,53.0,37.0,4.5,7.9,0,13.9,0,13.0,A
201606,4,1007.6,1012.5,0.0,0.0,0.0,21.4,25.6,18.0,69.0,53.0,5.8,9.2,0,16.6,0,7.6,A
201606,5,1006.6,1011.6,6.5,3.0,1.0,18.7,20.9,17.0,83.0,70.0,2.9,5.6,0,10.4,0,1.9,A
201606,6,1011.0,1015.9,0.0,0.0,0.0,19.9,23.6,16.9,79.0,64.0,2.7,5.0,0,8.0,0,1.8,A
201606,7,1010.3,1015.3,1.5,1.0,0.5,19.7,21.1,18.7,87.0,75.0,2.1,3.9,0,6.4,0,0.0,A
201606,8,1008.9,1013.9,3.0,2.5,1.0,21.6,26.5,17.5,77.0,50.0,2.5,5.6,0,9.1,0,5.3,A
201606,9,1005.9,1010.9,10.5,4.5,1.5,21.1,23.6,19.6,95.0,83.0,2.3,4.1,0,6.8,0,0.0,A
201606,10,1008.3,1013.2,0.0,0.0,0.0,23.3,28.2,19.8,76.0,51.0,3.2,5.6,0,8.0,0,12.3,A
201606,11,1010.8,1015.7,0.0,0.0,0.0,23.1,28.5,18.7,70.0,39.0,3.2,6.1,0,9.5,0,11.6,A
201606,12,1007.4,1012.3,0.0,0.0,0.0,23.5,27.7,21.0,78.0,50.0,3.1,5.6,0,8.5,0,7.4,A
201606,13,995.2,1000.1,78.5,15.5,3.5,20.0,22.2,18.4,96.0,82.0,5.0,8.8,0,16.6,0,0.0,A
201606,14,998.8,1003.7,0.0,0.0,0.0,22.1,26.6,19.3,73.0,55.0,3.4,5.7,0,9.2,0,7.2,A
201606,15,1005.1,1010.0,0.0,0.0,0.0,21.5,24.3,20.0,80.0,60.0,2.6,4.8,0,7.5,0,0.0,A
201606,16,1001.5,1006.4,6.5,2.0,1.0,22.1,24.0,20.2,85.0,74.0,3.1,5.8,0,9.3,0,0.1,A
201606,17,998.6,1003.5,1.0,1.5,0.5,24.0,29.6,19.6,81.0,55.0,2.7,5.4,0,9.1,0,5.9,A
201606,18,1008.0,1012.8,0.0,0.0,0.0,26.5,31.5,23.5,54.0,32.0,3.4,6.0,0,9.5,0,12.5,A
201606,19,1008.9,1013.8,6.0,6.0,1.5,23.9,27.4,21.3,77.0,54.0,3.7,6.4,0,10.2,0,3.7,A
201606,20,1002.1,1006.9,1.5,1.5,0.5,24.4,28.9,20.6,83.0,60.0,2.2,4.9,0,7.9,0,6.0,A
201606,21,1002.5,1007.4,13.5,8.5,2.0,23.0,25.1,20.5,88.0,73.0,1.9,3.6,0,5.6,0,2.2,A
201606,22,1004.0,1008.9,0.0,0.0,0.0,22.8,24.8,21.1,89.0,74.0,2.3,4.7,0,7.4,0,0.0,A
201606,23,998.2,1003.1,15.5,4.5,2.5,23.2,27.5,21.6,90.0,64.0,2.5,7.3,0,10.8,0,3.4,A
201606,24,1001.9,1006.8,0.0,0.0,0.0,22.9,25.6,21.6,86.0,69.0,2.9,5.0,0,8.8,0,0.5,A
201606,25,994.3,999.1,1.5,1.5,0.5,25.6,28.6,22.4,78.0,58.0,7.0,12.5,0,19.5,0,1.2,A
201606,26,1000.5,1005.3,0.0,0.0,0.0,24.9,28.9,22.0,61.0,42.0,3.3,7.6,0,12.1,0,9.9,A
201606,27,1008.7,1013.6,0.0,0.0,0.0,24.4,29.3,21.9,70.0,50.0,2.9,5.7,0,9.2,0,9.3,A
201606,28,1007.6,1012.6,24.0,9.5,2.5,19.3,22.3,17.4,95.0,86.0,2.6,5.2,0,8.3,0,0.0,A
201606,29,1010.0,1015.0,5.0,2.0,1.0,21.3,24.3,19.6,89.0,71.0,1.7,3.5,0,5.2,0,0.0,A
201606,30,1007.8,1012.8,0.0,0.5,0.0,22.9,26.6,20.2,86.0,70.0,1.4,2.7,0,3.9,0,0.6,A
201607,1,1008.2,1013.1,0.0,0.0,0.0,25.4,30.1,22.8,81.0,58.0,2.0,4.6,0,7.3,0,6.7,A
201607,2,1005.7,1010.6,0.0,0.0,0.0,26.5,30.8,22.5,80.0,62.0,3.7,8.3,0,13.6,0,7.3,A
201607,3,1001.9,1006.7,0.0,0.0,0.0,28.9,33.5,24.9,71.0,55.0,5.6,10.8,0,17.9,0,7.9,A
201607,4,1006.2,1011.0,26.5,26.5,22.0,27.6,32.7,23.8,78.0,57.0,2.4,9.9,0,18.2,0,10.8,A
201607,5,1014.1,1019.1,0.0,0.0,0.0,22.2,25.5,20.4,84.0,76.0,3.3,5.5,0,9.6,0,0.0,A
201607,6,1011.2,1016.2,0.0,0.0,0.0,23.7,28.0,20.6,82.0,69.0,3.0,6.3,0,10.7,0,6.1,A
201607,7,1007.6,1012.4,0.0,0.0,0.0,27.4,34.9,22.8,75.0,46.0,2.7,6.5,0,10.5,0,12.8,A
201607,8,1008.9,1013.8,0.0,0.0,0.0,24.7,27.6,23.1,80.0,70.0,2.2,5.3,0,8.7,0,0.2,A
201607,9,1003.2,1008.1,17.5,5.5,2.5,22.4,24.1,20.5,94.0,86.0,3.2,7.0,0,11.9,0,0.0,A
201607,10,999.4,1004.2,0.0,0.0,0.0,25.2,30.3,20.9,82.0,57.0,2.4,5.8,0,8.2,0,11.2,A
201607,11,999.7,1004.6,0.0,0.0,0.0,27.2,32.8,23.0,73.0,40.0,2.6,5.3,0,8.8,0,12.4,A
201607,12,1000.9,1005.7,0.0,0.0,0.0,26.5,31.0,24.1,81.0,58.0,2.8,5.2,0,7.9,0,7.0,A
201607,13,997.1,1001.9,1.0,0.5,0.5,25.3,27.4,23.7,91.0,79.0,1.5,3.0,0,4.0,0,0.0,A
201607,14,991.4,996.2,61.0,47.0,25.5,26.8,32.5,22.5,83.0,54.0,2.5,7.6,0,14.7,0,7.5,A
201607,15,994.8,999.7,110.0,81.0,26.0,22.9,25.3,21.5,92.0,83.0,2.4,6.2,0,9.4,0,0.0,A
201607,16,1002.4,1007.3,0.0,0.0,0.0,24.0,28.2,21.6,81.0,64.0,2.6,4.9,0,8.1,0,2.7,A
201607,17,1001.9,1006.8,0.0,0.0,0.0,26.4,29.6,23.5,85.0,69.0,2.6,4.8,0,7.7,0,1.4,A
201607,18,1002.0,1006.8,0.0,0.0,0.0,28.6,32.0,25.7,76.0,54.0,3.0,6.6,0,8.5,0,8.2,A
201607,19,1004.4,1009.2,0.0,0.0,0.0,27.9,31.6,25.7,73.0,54.0,3.1,4.9,0,8.5,0,8.7,A
